Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
developing,PAK ,586,Pakistan,Pakistan,Pakistan1996,0,1996,1998,15-49,MW,23.9,16.9,7,,,,,,,,,,,37.5,13.4,24.1,,National survey,,Pakistan Fertility and Family Planning Survey 1996-1997,1841
developing,PAK ,586,Pakistan,Pakistan,Pakistan1996,0,1996,1998,15-49,MW,15,,,,,,,,,,,,,,,,,National survey,,Pakistan Integrated Household Survey 1996-1997,665
developing,PAK ,586,Pakistan,Pakistan,Pakistan1998,0,1998,2000,15-49,MW,17,,,,,,,,,,,,,,,,,National survey,,Pakistan Integrated Household Survey 1998-1999,152
developing,PAK ,586,Pakistan,Pakistan,Pakistan2000,0,2000.75,2001,15-49,MW,27.6,20.2,7.4,,,Figures by method do not add up to the total.,,,,,,,,33,12.1,20.9,,National survey,,Pakistan Reproductive Health and Family Planning Survey 2000-2001,1842
developing,PAK ,586,Pakistan,Pakistan,Pakistan2003,0,2003,2004,15-49,MW,32.1,25.2,6.8,,,,,,,,,,,,,,,National survey,,"Status of Women, Reproductive Health and Family Planning Survey 2003 ",3263
developing,PAK ,586,Pakistan,Pakistan,Pakistan2005,0,2005,2007,15-49,MW,26,18.4,7.5,,,,Including male sterilization and implants.,,,,,,,,,,,LSMS,,Pakistan Social and Living Standards Measurement Survey 2005-2006,4630
developing,PAK ,586,Pakistan,Pakistan,Pakistan2006,0,2006.67,2007.16,15-49,MW,29.6,21.7,7.9,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,25.2,10.8,14.4,,DHS,,2006-2007 Pakistan Demographic and Health Survey ,180
developing,PAK ,586,Pakistan,Pakistan,Pakistan2007,0,2007.5,2007.49,15-49,MW,27,19.3,7.7,,,Adjusted.,Including male sterilization and implants.,,,,,,,,,,,LSMS,,Pakistan Social and Living Standards Measurement Survey 2008,5418
developing,PAK ,586,Pakistan,Pakistan,Pakistan2012,0,2012.75,2013.33,15-49,MW,35.4,26.1,9.3,,,Figures by method do not add up to the total.,,,,,,,,20.1,8.8,11.3,,DHS,,Pakistan 2012-2013 Demographic and Health Survey,5461
developing,PLW ,585,Palau,Palau,Palau2003,0,2003,2004,15-44,AL,32.8,29.7,3.1,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,,,,,,,,,,,National survey,,"2003 Palau Population, Environment and Labor Force Survey",3261
developing,PAN ,591,Panama,Panama,Panama1975,0,1975,1977,20-49,MW,53.9,45.9,8,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,Encuesta de Fecundidad 1976,726
developing,PAN ,591,Panama,Panama,Panama1979,0,1979.75,1980.12,15-44,MW,60.6,54.1,6.5,,,,"Including male and female sterilization, injectables and vaginal barrier methods.",,,,,,,,,,,CPS,,1979 Panama Contraceptive Prevalence Survey,5152
developing,PAN ,591,Panama,Panama,Panama1984,0,1984.5,1985.32,15-44,MW,58.2,54.2,4,,,,,,,,,,,,,,,RHS,,"Maternal-Child Health/Family Planning Survey, Panama 1984",5153
developing,PAN ,591,Panama,Panama,Panama2009,0,2009,2010,15-49,MW,52.2,48.8,3.4,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,Panama Encuesta Nacional de Salud Sexual y Reproductiva 2009,5273
developing,PAN ,591,Panama,Panama,Panama2013,0,2013,2014,15-49,MW,62.8,60.1,2.7,,,Figures by method do not add up to the total.,,,,,,,,16.4,7.9,8.5,,MICS,,Panamá Encuesta de Indicadores Múltiples por Conglomerados 2013,5023
developing,PNG ,598,Papua New Guinea,Papua New Guinea,Papua New Guinea1996,0,1996.48,1997.59,15-49,MW,25.9,19.6,6.3,,,,,,,,,,,,,,,National survey,,Papua New Guinea Demographic and Health Survey 1996,670
developing,PNG ,598,Papua New Guinea,Papua New Guinea,Papua New Guinea2006,0,2006.75,2007.08,15-49,MW,32.4,24.3,8.1,,,,,,,,,,,27.4,,,,National survey,,Papua New Guinea Demographic and Health Survey 2006,3267
developing,PRY ,600,Paraguay,Paraguay,Paraguay1977,0,1977.5,1977.32,15-44,MW,28.6,23.3,5.2,,,,,,,,,,,,,,,CPS,,Encuesta de Prevalecía de Anticonceptivos 1977,168
developing,PRY ,600,Paraguay,Paraguay,Paraguay1979,0,1979,1980,15-44,MW,37.7,25.4,12.3,,,,Including male and female sterilization.,Including folk methods.,,,,,Including folk methods.,,,,,WFS,,Encuesta Nacional de Fecundidad 1979,796
developing,PRY ,600,Paraguay,Paraguay,Paraguay1987,0,1987,1988,15-44,MW,44.8,29,15.8,,,,Including male and female sterilization.,Including folk methods.,,,,,Including folk methods.,32.9,,,,RHS,,Encuesta de Planificación Familiar 1987,2772
developing,PRY ,600,Paraguay,Paraguay,Paraguay1990,0,1990.33,1990.66,15-49,MW,48.4,35.2,13.2,,,,,Including folk methods.,,,,,Including folk methods.,17.4,10.3,7.1,,DHS,,Encuesta Nacional de Demografía y Salud 1990,1686
developing,PRY ,600,Paraguay,Paraguay,Paraguay1995,0,1995.82,1996.15,15-49,MW,55.9,41.3,14.7,,,,Including male and female sterilization.,Including folk methods.,,,,,Including folk methods.,19.2,,,,RHS,,Encuesta Nacional de Demografía y Salud Reproductiva 1995-1996,782
developing,PRY ,600,Paraguay,Paraguay,Paraguay1998,0,1998.7,1998.91,15-44,MW,61.8,47.5,14.3,,,,,Including folk methods.,,,,,Including folk methods.,17.3,9,8,,RHS,,Encuesta Nacional de Salud Materno Infantil 1998,30
developing,PRY ,600,Paraguay,Paraguay,Paraguay2004,0,2004.2,2004.53,15-44,MW,72.8,60.5,12.3,,,,,,,,,,,6.6,,,,RHS,,Encuesta Nacional de Demografía y Salud Sexual y Reproductiva 2004,649
developing,PRY ,600,Paraguay,Paraguay,Paraguay2008,0,2008.44,2008.8,15-44,MW,79.4,70.7,8.7,,,Figures by method do not add up to the total.,,,,,,,,4.7,,,,RHS,,Encuesta Nacional de Demografía y Salud Sexual y Reproductiva 2008,4544
developing,PER ,604,Peru,Peru,Peru1969,0,1969,1971,15-49,MW,26,10,16,,,,,,,,,,,,,,,National survey,,Encuesta de Fecundidad Urbana y Rural de 1969-1970,4881
developing,PER ,604,Peru,Peru,Peru1977,0,1977.5,1978.41,15-49,MW,31.4,11.2,20.2,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,Encuesta Nacional de Fecundidad del Perú 1977-1978,789
developing,PER ,604,Peru,Peru,Peru1981,0,1981,1982,15-49,MW,41,17,24,,,,,,,,,,,,,,,CPS,,Primera Encuesta Nacional de Prevalecía de Anticonceptivos 1981,52
developing,PER ,604,Peru,Peru,Peru1986,0,1986.67,1987,15-49,MW,45.8,23,22.8,,,,,,,,,,,27.7,8.1,19.6,,DHS,,Encuesta Demográfica y de Salud Familiar 1986,1771
developing,PER ,604,Peru,Peru,Peru1991,0,1991.75,1992.25,15-49,MW,59,32.8,26.2,,,,,,,,,,,21.6,6.2,15.4,,DHS,,Encuesta Demográfica y de Salud Familiar 1991-1992,1772
developing,PER ,604,Peru,Peru,Peru1996,0,1996.58,1996.92,15-49,MW,64.2,41.3,22.9,,,,,Including folk methods.,,,,,Including folk methods.,17.7,5.5,12.2,,DHS,,Encuesta Demográfica y de Salud Familiar 1996,1773
developing,PER ,604,Peru,Peru,Peru2000,0,2000.5,2000.92,15-49,MW,68.9,50.5,18.4,,,,,Including folk methods.,,,,,Including folk methods.,14.4,4.9,9.4,,DHS,,Encuesta Demográfica y de Salud Familiar 2000,1774
developing,PER ,604,Peru,Peru,Peru2003,0,2003.92,2007,15-49,MW,71.3,47.6,23.7,,,,,Including folk methods.,,,,,Including folk methods.,,,,,DHS,,Encuesta Demográfica y de Salud Familiar Continua 2004-2006,2515
developing,PER ,604,Peru,Peru,Peru2007,0,2007,2008.83,15-49,MW,72.4,49.1,23.4,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,12.6,5.3,7.3,,DHS,,Encuesta Demográfica y de Salud Familiar 2007-2008,2517
developing,PER ,604,Peru,Peru,Peru2009,0,2009.16,2009.91,15-49,MW,73.2,50,23.2,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,7.2,2.8,4.4,,DHS,,Encuesta Demográfica y de Salud Familiar 2009,4702
developing,PER ,604,Peru,Peru,Peru2010,0,2010.16,2011,15-49,MW,74.4,50.6,24,,,Figures by method do not add up to the total.,,,,,,,,6.9,2.6,4.3,,DHS,,La Encuesta Demográfica y de Salud Familiar ENDES 2010,2516
developing,PER ,604,Peru,Peru,Peru2011,0,2011.16,2012,15-49,MW,75.4,51.2,24.3,,,,,Including folk methods.,,,,,Including folk methods.,6.1,2.1,4,,DHS,,Perú: Encuesta Demográfica y de Salud Familiar - ENDES 2011,5373
developing,PER ,604,Peru,Peru,Peru2012,0,2012.16,2013,15-49,MW,75.5,51.9,23.6,,,,,Including folk methods.,,,,,Including folk methods.,8.2,3.6,4.7,,DHS,,"Perú, Encuesta Demográfica y de Salud Familiar - ENDES 2012",5555
developing,PER ,604,Peru,Peru,Peru2013,0,2013.16,2013.91,15-49,MW,74,51.3,22.6,,,,,Including folk methods.,,,,,Including folk methods.,9,4,5,,DHS,,"Perú, Encuesta Demográfica y de Salud Familiar - ENDES 2013",5609
developing,PER ,604,Peru,Peru,Peru2014,0,2014.16,2015,15-49,MW,74.6,52.2,22.4,,,,,Including folk methods.,,,,,Including folk methods.,8.6,3.9,4.8,,DHS,,Peru 2014 Demographic and Health Survey (Continuous),5954
developing,PHL ,608,Philippines,Philippines,Philippines1978,0,1978.16,1978.46,15-49,MW,36.2,16.2,20,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,Philippines Fertility Survey 1978,821
developing,PHL ,608,Philippines,Philippines,Philippines1993,0,1993.16,1993.41,15-49,MW,40,24.9,15.1,,,,,,,,,,,30.2,13.5,16.7,,DHS,,Philippines National Safe Motherhood Survey 1993,1836
developing,PHL ,608,Philippines,Philippines,Philippines1995,0,1995,1996,15-49,MW,50.7,25.5,25.2,,,Figures on methods refer to the three most commonly used methods only.,,,,,,,,,,,,National survey,,1995 Family Planning Survey ,3269
developing,PHL ,608,Philippines,Philippines,Philippines1996,0,1996,1997,15-49,MW,48.1,30.2,17.9,,,,,,,,,,,,,,,National survey,,1996 Family Planning Survey ,3270
developing,PHL ,608,Philippines,Philippines,Philippines1997,0,1997,1998,15-49,MW,47,30.9,16.1,,,Figures on methods refer to the three most commonly used methods only.,,,,,,,,,,,,National survey,,1997 Family Planning Survey ,3271
developing,PHL ,608,Philippines,Philippines,Philippines1998,0,1998.08,1998.33,15-49,MW,47.8,28.2,19.6,,,,,Including breastfeeding and folk methods.,,,,,Including breastfeeding and folk methods.,24.6,10.2,14.3,,DHS,,Philippines National Demographic and Health Survey 1998,1837
developing,PHL ,608,Philippines,Philippines,Philippines1999,0,1999,2000,15-49,MW,49.3,32.3,16.9,,,,,,,,,,,,,,,National survey,,1999 Family Planning Survey ,3273
developing,PHL ,608,Philippines,Philippines,Philippines2000,0,2000,2001,15-49,MW,47,32.1,14.7,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,2000 Family Planning Survey ,3274
developing,PHL ,608,Philippines,Philippines,Philippines2001,0,2001,2002,15-49,MW,49.5,33.1,16.4,,,Figures on methods refer to the two most commonly used methods only.,,Including lactational amenorrhea (LAM).,,,,,,,,,,National survey,,2001 Family Planning Survey ,3275
developing,PHL ,608,Philippines,Philippines,Philippines2002,0,2002,2003,15-49,MW,48.8,35.1,13.8,,,Figures on methods refer to the two most commonly used methods only.,,Including lactational amenorrhea (LAM).,,,,,,,,,,National survey,,2002 Family Planning Survey ,3276
developing,PHL ,608,Philippines,Philippines,Philippines2003,0,2003.41,2003.75,15-49,MW,48.9,33.3,15.6,,,,,,,,,,,22.5,9.1,13.5,,DHS,,Philippines National Demographic and Health Survey 2003,1850
developing,PHL ,608,Philippines,Philippines,Philippines2004,0,2004,2005,15-49,MW,49.3,35,14.4,,,,,,,,,,,,,,,National survey,,2004 Family Planning Survey ,3278
developing,PHL ,608,Philippines,Philippines,Philippines2005,0,2005,2006,15-49,MW,49.3,35.9,13.3,,,,,,,,,,,,,,,National survey,,2005 Family Planning Survey ,3279
developing,PHL ,608,Philippines,Philippines,Philippines2006,0,2006,2007,15-49,MW,50.6,35.9,14.8,,,,,,,,,,,,,,,National survey,,2006 Family Planning Survey ,3280
developing,PHL ,608,Philippines,Philippines,Philippines2008,0,2008.58,2008.75,15-49,MW,50.7,34,16.7,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,22,8.5,13.5,,DHS,,Philippines National Demographic and Health Survey 2008,4700
developing,PHL ,608,Philippines,Philippines,Philippines2011,0,2011,2012,15-49,MW,48.9,36.8,12.1,,,,,,,,,,,19.3,10.5,8.8,,National survey,,Philippines 2011 Family Health Survey,5335
developing,PHL ,608,Philippines,Philippines,Philippines2013,0,2013.58,2013.75,15-49,MW,55.1,37.4,17.7,,,,,Including standard days method.,,,,,,17.5,6.7,10.8,,DHS,,Philippines 2013 Demographic and Health Survey,5613
,POL ,616,Poland,Poland,Poland1972,0,1972,1973,<45,MW,60,13.2,46.8,,,Adjusted., Excluding male and female sterilization.,,,,,-,,,,,,National survey,,1972 Family Inquiry,5154
,POL ,616,Poland,Poland,Poland1977,0,1977.75,1977.83,<45,MW,75,26.3,48.8,,,,Excluding male and female sterilization.,,,,,-,,,,,,National survey,,Family Survey 1977,5155
,POL ,616,Poland,Poland,Poland1991,0,1991.92,1992,20-49,MW,72.7,28,44.7,,Data pertain to women who were sexually active during the month prior to the interview.,Adjusted.,,,,Data pertain to women who were sexually active during the month prior to the interview.,,,,,,,,FFS,,Polish Fertility and Family Survey,2814
,PRT ,620,Portugal,Portugal,Portugal1979,0,1979.75,1980.25,15-49,MW,76.3,37.8,38.5,Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).,Data pertain to women exposed to the risk of pregnancy.,,,Including douching.,Data pertain to the Mainland of Portugal (excluding the Autonomous Regions of Azores and Madeira).,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,WFS,,Inquérito Português à Fecundidade 1979-1980,3281
,PRT ,620,Portugal,Portugal,Portugal1997,0,1997.25,1997.49,15-49,SA,78.8,70.4,8.4,,Data pertain to sexually active women of reproductive age.,,,,,Data pertain to sexually active women of reproductive age.,,,,,,,,FFS,,"Statistics Portugal, INSA - Fertility and Family Survey 1997",4547
,PRT ,620,Portugal,Portugal,Portugal2005,0,2005,2007,15-49,SA,86.8,82.5,5.6,,"Data pertain to sexually active, non-pregnant women.",Figures by method do not add up to the total.,,,,"Data pertain to sexually active, non-pregnant women.",,,,,,,,National survey,,Inquérito Nacional de Saúde 2005-2006,2943
,PRT ,620,Portugal,Portugal,Portugal2014,0,2014.67,2014.92,15-49,MW,73.88698605,,,,Data pertain to non-pregnant women.,,,,,Data pertain to non-pregnant women.,,,,,,,,National survey,,Portugal 2014 Health Survey,6013
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico1968,0,1968,1969,15-49,EM,60.1,50.8,9.3,,Data pertain to ever-married women of reproductive age.,,,Including abstinence.,,,,,,,,,,National survey,,Survey of Use of Contraceptive Methods in Puerto Rico,5159
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico1974,0,1974,1975,15-49,EM,61,55,6.1,,Data pertain to ever-married women of reproductive age.,,Including male and female sterilization.,"Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,Puerto Rican Survey of the Attitude Toward Population and Family Planning,5160
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico1976,0,1976,1977,15-49,EM,64.6,57.6,7,,Data pertain to ever-married women of reproductive age.,Adjusted.,Including male condoms and vaginal barrier methods.,"Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,Survey of Use of Contraceptive Methods in Puerto Rico,5161
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico1982,0,1982,1983,15-44,MW,70.4,62.1,8.3,,,,,Including abstinence and withdrawal.,,,,,,,,,,National survey,,1982 Puerto Rico Fertility and Family Planning Assessment,2729
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico1995,0,1995.84,1996.58,15-49,MW,77.7,67.6,10.1,,,Adjusted. Figures by method do not add up to the total.,Including injectables and implants.,,,,,,,4,2,2,,RHS,,Puerto Rico Reproductive Health Survey 1995-1996,2858
developing,PRI ,630,Puerto Rico,Puerto Rico,Puerto Rico2002,0,2002,2003,18-44,SA,84.1,72.2,12,,Data pertain to sexually active women of reproductive age.,Adjusted.,,,,Data pertain to sexually active women of reproductive age.,,,,,,,,National survey,,Behavioral Risk Factor Surveillance System,3285
developing,QAT ,634,Qatar,Qatar,Qatar1987,0,1987,1988,15-49,MW,32.3,28.9,3.4,,,,,Including withdrawal.,,,,,,,,,,GCHS,,Qatar Child Health Survey 1987,109
developing,QAT ,634,Qatar,Qatar,Qatar1998,0,1998,1999,15-49,MW,43.2,32.3,10.9,,Data pertain to nationals of the country.,,"Including male sterilization, injectables, implants and vaginal barrier methods.",Including breastfeeding.,Data pertain to nationals of the country.,,,,,,,,,GFHS,,Qatar Family Health Survey 1998,671
developing,QAT ,634,Qatar,Qatar,Qatar2012,0,2012,2013,15-49,MW,37.5,34.4,3.1,,,,,,,,,,,12.4,7.3,5.1,,MICS,,Qatar 2012 Multiple Indicator Cluster Survey,5463
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1965,0,1965,1966,15-44,MW,16,14,2,,,Methods estimated based on ever-use.,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1965 Fertility and Family Planning Survey,5164
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1966,0,1966,1967,15-44,MW,20,15,5,,,,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1966 Fertility and Family Planning Survey,5165
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1971,0,1971,1972,15-44,MW,24.5,20.3,4.2,,,,,,,,,,,,,,,National survey,,1971 Fertility-Abortion Survey,124
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1974,0,1974.58,1975,15-49,MW,34.9,27,7.9,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,The Korean National Fertility Survey 1974,34
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1976,0,1976,1977,15-44,MW,44.2,32.9,11.3,,,,,Including withdrawal.,,,,,,,,,,National survey,,1976 National Fertility and Family Planning Evaluation Survey,5171
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1979,0,1979,1980,15-44,MW,54.5,43.1,11.4,,,Adjusted.,,Including rhythm and withdrawal.,,,,,,,,,,CPS,,1979 Korea Contraceptive Prevalence Survey,4548
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1982,0,1982,1983,15-44,MW,57.7,47.4,10.3,,,Adjusted.,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1982 National Family Planning and Health Survey,2730
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1985,0,1985,1986,15-44,MW,70.4,59.4,11,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1985 National Fertility and Family Health Survey,2755
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1988,0,1988,1989,15-44,MW,77.1,70.1,7,,,,,Including withdrawal.,,,,,,,,,,National survey,,1988 National Fertility and Family Health Survey,2787
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1991,0,1991,1992,15-44,MW,79.4,69.5,9.9,,,,,Including withdrawal.,,,,,,,,,,National survey,,1991 National Fertility and Family Health Survey,2815
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1994,0,1994,1995,15-44,MW,77.4,66.8,10.6,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1994 National Fertility and Family Health Survey,2844
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea1997,0,1997,1998,15-44,MW,80.5,69.5,11,,,It is assumed that other traditional methods represent 50 per cent or more of other methods (not specified).,Estimate.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,1997 National Fertility and Family Health Survey,2878
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea2000,0,2000,2001,15-44,MW,79.3,68.3,11,,,It is assumed that other traditional methods represent 50 per cent or more of other methods (not specified).,Estimate.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,2000 National Fertility and Family Health Survey,3171
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea2003,0,2003,2004,15-44,MW,84.5,69.5,15,,,It is assumed that other traditional methods represent 50 per cent or more of other methods (not specified).,Estimate.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,2003 National Fertility and Family Health and Welfare Survey,3172
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea2005,0,2005,2006,15-44,MW,80.2,,,,,,,,,,,,,,,,,National survey,,2005 National Fertility and Family Health Survey,4979
developing,KOR ,410,Republic of Korea,Republic of Korea,Republic of Korea2006,0,2006,2007,15-44,MW,79.6,71.6,8,,,It is assumed that other traditional methods represent 50 per cent or more of other methods (not specified).,Estimate.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,2006 National Fertility and Family Health Survey,3173
